日期,類型,分類,金額,帳戶,備註
2022-11-05,支出,餐飲 > 晚餐,156,信用卡,鹹酥雞
2022-11-06,收入,薪資,55974,銀行帳戶,2022年11月薪資
2022-11-06,支出,餐飲 > 午餐,186,現金,自助餐
2022-11-06,支出,餐飲 > 晚餐,180,信用卡,夜市小吃
2022-11-06,支出,餐飲 > 點心,89,信用卡,車輪餅
2022-11-07,支出,餐飲 > 午餐,83,現金,鐵板燒
2022-11-07,支出,餐飲 > 晚餐,395,信用卡,熱炒
2022-11-07,支出,餐飲 > 飲料,43,信用卡,路易莎咖啡
2022-11-07,支出,交通 > 公車/捷運,50,現金,捷運
2022-11-07,支出,購物 > 服飾,1142,信用卡,網購衣服
2022-11-08,支出,餐飲 > 早餐,53,現金,全家早餐
2022-11-08,支出,餐飲 > 午餐,144,信用卡,定食
2022-11-09,支出,餐飲 > 午餐,81,信用卡,滷肉飯
2022-11-09,支出,餐飲 > 晚餐,288,現金,日本料理
2022-11-09,支出,交通 > 公車/捷運,25,現金,捷運通勤
2022-11-10,支出,餐飲 > 早餐,110,信用卡,全家早餐
2022-11-10,支出,餐飲 > 午餐,250,現金,咖哩飯
2022-11-10,支出,餐飲 > 晚餐,459,信用卡,燒烤
2022-11-10,支出,交通 > 公車/捷運,16,現金,捷運通勤
2022-11-11,支出,餐飲 > 早餐,51,信用卡,飯糰
2022-11-11,支出,餐飲 > 午餐,199,信用卡,排骨飯
2022-11-11,支出,餐飲 > 晚餐,426,現金,泰式料理
2022-11-11,支出,交通 > 公車/捷運,50,現金,公車
2022-11-11,支出,交通 > 加油,716,現金,全國加油站
2022-11-11,支出,購物 > 日用品,789,現金,沐浴乳
2022-11-12,支出,餐飲 > 午餐,103,現金,鐵板燒
2022-11-12,支出,餐飲 > 晚餐,287,信用卡,披薩
2022-11-13,支出,餐飲 > 午餐,112,現金,簡餐
2022-11-13,支出,餐飲 > 晚餐,110,現金,夜市小吃
2022-11-14,支出,餐飲 > 早餐,46,現金,燒餅油條
2022-11-14,支出,餐飲 > 午餐,154,現金,自助餐
2022-11-14,支出,餐飲 > 晚餐,102,現金,滷味
2022-11-14,支出,交通 > 公車/捷運,30,現金,捷運
2022-11-15,支出,居住 > 水電費,2196,銀行帳戶,自來水費
2022-11-15,支出,餐飲 > 早餐,64,信用卡,吐司
2022-11-15,支出,餐飲 > 午餐,191,信用卡,簡餐
2022-11-15,支出,餐飲 > 飲料,75,現金,珍珠奶茶
2022-11-15,支出,交通 > 公車/捷運,35,現金,公車
2022-11-16,支出,餐飲 > 午餐,205,現金,定食
2022-11-16,支出,餐飲 > 晚餐,248,現金,韓式料理
2022-11-16,支出,餐飲 > 點心,32,現金,紅豆餅
2022-11-16,支出,交通 > 公車/捷運,30,現金,公車
2022-11-16,支出,購物 > 日用品,652,現金,保鮮膜
2022-11-17,支出,餐飲 > 早餐,35,現金,全家早餐
2022-11-17,支出,餐飲 > 午餐,183,現金,便當
2022-11-17,支出,餐飲 > 晚餐,127,信用卡,水餃
2022-11-18,支出,居住 > 網路費,699,信用卡,家用網路費
2022-11-18,支出,餐飲 > 早餐,103,信用卡,燒餅油條
2022-11-18,支出,餐飲 > 午餐,82,信用卡,滷肉飯
2022-11-18,支出,餐飲 > 晚餐,122,信用卡,鹹酥雞
2022-11-18,支出,交通 > 公車/捷運,16,現金,悠遊卡加值
2022-11-19,支出,餐飲 > 早餐,50,現金,麥當勞早餐
2022-11-19,支出,餐飲 > 晚餐,129,現金,自己煮
2022-11-19,支出,餐飲 > 飲料,177,信用卡,迷客夏
2022-11-20,支出,餐飲 > 午餐,146,現金,自助餐
2022-11-20,支出,餐飲 > 晚餐,245,現金,泰式料理
2022-11-20,支出,餐飲 > 點心,71,信用卡,車輪餅
2022-11-21,支出,餐飲 > 午餐,117,現金,自助餐
2022-11-21,支出,餐飲 > 晚餐,150,信用卡,炒飯
2022-11-22,支出,餐飲 > 早餐,100,信用卡,燒餅油條
2022-11-22,支出,餐飲 > 晚餐,80,現金,滷味
2022-11-22,支出,餐飲 > 飲料,170,信用卡,可不可
2022-11-22,支出,交通 > 公車/捷運,35,現金,捷運通勤
2022-11-23,支出,餐飲 > 早餐,55,現金,三明治
2022-11-23,支出,餐飲 > 晚餐,230,現金,日本料理
2022-11-23,支出,交通 > 公車/捷運,25,現金,悠遊卡加值
2022-11-24,支出,餐飲 > 早餐,57,信用卡,三明治
2022-11-24,支出,餐飲 > 午餐,153,信用卡,自助餐
2022-11-24,支出,餐飲 > 飲料,79,現金,手搖飲
2022-11-24,支出,交通 > 公車/捷運,16,現金,悠遊卡儲值
2022-11-25,支出,餐飲 > 早餐,57,現金,美而美早餐
2022-11-25,支出,餐飲 > 午餐,240,信用卡,自助餐
2022-11-25,支出,餐飲 > 晚餐,144,現金,炒飯
2022-11-25,支出,交通 > 計程車/Uber,476,信用卡,深夜計程車
2022-11-25,支出,購物 > 服飾,1416,信用卡,網購衣服
2022-11-26,支出,餐飲 > 晚餐,239,信用卡,披薩
2022-11-26,支出,餐飲 > 飲料,113,現金,路易莎咖啡
2022-11-27,支出,餐飲 > 午餐,102,信用卡,小吃店
2022-11-27,支出,餐飲 > 晚餐,335,現金,披薩
2022-11-27,支出,餐飲 > 飲料,73,信用卡,珍珠奶茶
2022-11-28,支出,餐飲 > 早餐,75,現金,美而美早餐
2022-11-28,支出,餐飲 > 午餐,126,信用卡,簡餐
2022-11-29,支出,餐飲 > 早餐,51,信用卡,全家早餐
2022-11-29,支出,餐飲 > 晚餐,306,信用卡,涮涮鍋
2022-11-30,支出,餐飲 > 早餐,42,現金,三明治
2022-11-30,支出,餐飲 > 午餐,185,現金,鐵板燒
2022-11-30,支出,餐飲 > 晚餐,336,信用卡,泰式料理
2022-11-30,支出,餐飲 > 點心,70,信用卡,甜甜圈
2022-11-30,支出,交通 > 公車/捷運,32,現金,捷運
2022-11-30,支出,購物 > 3C產品,3677,信用卡,螢幕保護貼
2022-12-01,支出,居住 > 房租/房貸,15725,銀行帳戶,每月房租
2022-12-01,支出,餐飲 > 早餐,78,信用卡,豆漿店
2022-12-01,支出,餐飲 > 午餐,171,現金,牛肉麵
2022-12-01,支出,餐飲 > 晚餐,482,現金,火鍋
2022-12-01,支出,交通 > 公車/捷運,32,現金,悠遊卡儲值
2022-12-02,支出,居住 > 管理費,2306,銀行帳戶,社區管理費
2022-12-02,支出,餐飲 > 早餐,105,現金,吐司
2022-12-02,支出,餐飲 > 午餐,143,現金,定食
2022-12-02,支出,餐飲 > 晚餐,199,信用卡,韓式料理
2022-12-02,支出,餐飲 > 飲料,108,現金,迷客夏
2022-12-02,支出,餐飲 > 點心,96,信用卡,車輪餅
2022-12-02,支出,購物 > 日用品,540,現金,保鮮膜
2022-12-02,轉出,現金,3000,現金,存款
2022-12-02,轉入,銀行帳戶,3000,銀行帳戶,存款
2022-12-03,支出,餐飲 > 早餐,47,現金,7-11早餐
2022-12-03,支出,餐飲 > 午餐,121,信用卡,滷肉飯
2022-12-03,支出,餐飲 > 晚餐,463,信用卡,熱炒
2022-12-04,支出,餐飲 > 午餐,81,現金,簡餐
2022-12-04,支出,餐飲 > 晚餐,445,信用卡,火鍋
2022-12-05,收入,薪資,53878,銀行帳戶,2022年12月薪資
2022-12-05,支出,餐飲 > 午餐,92,現金,自助餐
2022-12-05,支出,餐飲 > 飲料,38,現金,綠茶
2022-12-05,支出,交通 > 公車/捷運,20,現金,捷運通勤
2022-12-06,支出,餐飲 > 早餐,118,信用卡,7-11早餐
2022-12-06,支出,餐飲 > 午餐,106,信用卡,麵店
2022-12-06,支出,餐飲 > 晚餐,261,現金,披薩
2022-12-06,支出,餐飲 > 點心,112,信用卡,雞蛋糕
2022-12-06,支出,交通 > 停車費,30,現金,路邊停車
2022-12-06,支出,購物 > 日用品,247,信用卡,清潔用品
2022-12-07,支出,餐飲 > 早餐,63,信用卡,吐司
2022-12-07,支出,餐飲 > 午餐,110,現金,簡餐
2022-12-07,支出,交通 > 加油,781,信用卡,全國加油站
2022-12-07,支出,購物 > 服飾,1901,信用卡,ZARA
2022-12-08,支出,餐飲 > 早餐,88,現金,飯糰
2022-12-08,支出,餐飲 > 午餐,211,現金,鐵板燒
2022-12-08,支出,餐飲 > 晚餐,159,現金,韓式料理
2022-12-08,支出,交通 > 公車/捷運,40,現金,公車
2022-12-09,支出,餐飲 > 午餐,187,現金,便當
2022-12-09,支出,餐飲 > 晚餐,226,現金,炒飯
2022-12-09,支出,娛樂 > 遊戲,118,信用卡,PS Store
2022-12-10,支出,餐飲 > 早餐,72,現金,美而美早餐
2022-12-10,支出,餐飲 > 午餐,181,現金,麵店
2022-12-10,支出,餐飲 > 飲料,44,信用卡,五十嵐
2022-12-11,支出,餐飲 > 早餐,84,信用卡,三明治
2022-12-11,支出,餐飲 > 午餐,238,現金,小吃店
2022-12-11,支出,餐飲 > 晚餐,266,現金,熱炒
2022-12-11,支出,餐飲 > 飲料,64,信用卡,綠茶
2022-12-11,支出,交通 > 加油,519,現金,台塑加油
2022-12-11,支出,購物 > 日用品,401,現金,垃圾袋
2022-12-12,支出,餐飲 > 午餐,146,現金,滷肉飯
2022-12-12,支出,娛樂 > 遊戲,1929,信用卡,PS Store
2022-12-12,支出,娛樂 > 運動健身,1118,信用卡,健身房
2022-12-13,支出,餐飲 > 早餐,63,現金,7-11早餐
2022-12-13,支出,餐飲 > 午餐,107,信用卡,咖哩飯
2022-12-13,支出,餐飲 > 飲料,38,信用卡,珍珠奶茶
2022-12-13,支出,餐飲 > 點心,42,信用卡,蛋糕
2022-12-13,支出,交通 > 公車/捷運,35,現金,悠遊卡加值
2022-12-14,支出,餐飲 > 早餐,113,信用卡,麥當勞早餐
2022-12-14,支出,餐飲 > 午餐,103,現金,便當
2022-12-14,支出,餐飲 > 晚餐,499,現金,燒烤
2022-12-14,支出,餐飲 > 飲料,162,信用卡,綠茶
2022-12-14,支出,交通 > 公車/捷運,50,現金,悠遊卡加值
2022-12-15,支出,餐飲 > 早餐,76,現金,美而美早餐
2022-12-15,支出,餐飲 > 午餐,99,信用卡,簡餐
2022-12-15,支出,餐飲 > 晚餐,130,現金,韓式料理
2022-12-15,支出,交通 > 公車/捷運,20,現金,公車
2022-12-16,支出,餐飲 > 午餐,198,現金,小吃店
2022-12-16,支出,餐飲 > 晚餐,89,現金,泰式料理
2022-12-16,支出,娛樂 > 遊戲,1923,信用卡,Nintendo eShop
2022-12-17,支出,居住 > 水電費,850,銀行帳戶,自來水費
2022-12-17,支出,餐飲 > 早餐,80,現金,蛋餅
2022-12-17,支出,餐飲 > 午餐,197,現金,便當
2022-12-18,支出,餐飲 > 午餐,95,現金,自助餐
2022-12-18,支出,餐飲 > 晚餐,237,現金,夜市小吃
2022-12-18,支出,餐飲 > 飲料,82,信用卡,綠茶
2022-12-18,支出,教育 > 線上課程,1170,信用卡,線上英文課
2022-12-19,支出,餐飲 > 早餐,41,現金,燒餅油條
2022-12-19,支出,餐飲 > 午餐,146,信用卡,雞腿飯
2022-12-19,支出,餐飲 > 晚餐,155,信用卡,日本料理
2022-12-20,支出,居住 > 網路費,799,銀行帳戶,光世代月租費
2022-12-20,支出,餐飲 > 午餐,116,信用卡,自助餐
2022-12-20,支出,交通 > 公車/捷運,50,現金,捷運
2022-12-21,收入,稿費,8105,銀行帳戶,文章稿費
2022-12-21,支出,餐飲 > 午餐,209,信用卡,咖哩飯
2022-12-21,支出,餐飲 > 晚餐,423,現金,燒烤
2022-12-21,支出,餐飲 > 飲料,168,信用卡,五十嵐
2022-12-21,支出,交通 > 公車/捷運,35,現金,公車
2022-12-22,支出,餐飲 > 早餐,112,現金,蛋餅
2022-12-22,支出,餐飲 > 午餐,187,現金,牛肉麵
2022-12-22,支出,餐飲 > 晚餐,310,信用卡,泰式料理
2022-12-22,支出,購物 > 日用品,572,現金,沐浴乳
2022-12-23,支出,餐飲 > 早餐,94,信用卡,三明治
2022-12-23,支出,餐飲 > 午餐,120,信用卡,定食
2022-12-23,支出,餐飲 > 晚餐,440,現金,韓式料理
2022-12-23,支出,交通 > 公車/捷運,25,現金,捷運
2022-12-24,支出,餐飲 > 早餐,42,現金,美而美早餐
2022-12-24,支出,餐飲 > 晚餐,132,現金,燒烤
2022-12-24,支出,餐飲 > 飲料,153,信用卡,清心
2022-12-25,支出,餐飲 > 早餐,72,現金,燒餅油條
2022-12-25,支出,餐飲 > 晚餐,227,信用卡,涮涮鍋
2022-12-26,支出,餐飲 > 午餐,229,現金,麵店
2022-12-26,支出,餐飲 > 晚餐,172,信用卡,水餃
2022-12-26,支出,餐飲 > 點心,143,信用卡,餅乾
2022-12-27,支出,餐飲 > 午餐,84,現金,鐵板燒
2022-12-27,支出,交通 > 計程車/Uber,275,現金,Uber叫車
2022-12-28,支出,餐飲 > 午餐,151,信用卡,咖哩飯
2022-12-28,支出,餐飲 > 晚餐,137,信用卡,日本料理
2022-12-28,支出,交通 > 公車/捷運,30,現金,悠遊卡加值
2022-12-28,支出,交通 > 計程車/Uber,213,現金,深夜計程車
2022-12-29,支出,餐飲 > 午餐,236,信用卡,自助餐
2022-12-29,支出,餐飲 > 晚餐,192,現金,日本料理
2022-12-30,收入,投資,14443,銀行帳戶,股票配息
2022-12-30,支出,餐飲 > 午餐,246,現金,滷肉飯
2022-12-30,支出,交通 > 公車/捷運,40,現金,捷運
2022-12-30,支出,教育 > 書籍,334,現金,漫畫
2022-12-31,支出,餐飲 > 早餐,117,信用卡,三明治
2022-12-31,支出,餐飲 > 晚餐,215,信用卡,火鍋
2022-12-31,支出,餐飲 > 點心,139,信用卡,可頌
2023-01-01,支出,居住 > 房租/房貸,16927,銀行帳戶,每月房租
2023-01-01,支出,餐飲 > 早餐,37,現金,7-11早餐
2023-01-01,支出,餐飲 > 午餐,250,現金,咖哩飯
2023-01-02,支出,餐飲 > 晚餐,96,信用卡,泰式料理
2023-01-02,支出,交通 > 公車/捷運,25,現金,捷運通勤
2023-01-02,支出,交通 > 高鐵/火車,250,信用卡,高鐵台北-台中
2023-01-03,支出,餐飲 > 早餐,54,信用卡,三明治
2023-01-03,支出,餐飲 > 午餐,95,現金,咖哩飯
2023-01-03,支出,餐飲 > 飲料,121,信用卡,拿鐵
2023-01-03,支出,交通 > 計程車/Uber,307,信用卡,計程車
2023-01-03,支出,購物 > 日用品,478,現金,面紙
2023-01-04,收入,薪資,56267,銀行帳戶,2023年1月薪資
2023-01-04,支出,餐飲 > 午餐,143,信用卡,麵店
2023-01-04,支出,餐飲 > 晚餐,147,現金,燒烤
2023-01-04,支出,購物 > 日用品,477,信用卡,面紙
2023-01-05,支出,餐飲 > 午餐,103,現金,咖哩飯
2023-01-05,支出,餐飲 > 晚餐,479,信用卡,燒烤
2023-01-06,支出,餐飲 > 午餐,99,信用卡,簡餐
2023-01-06,支出,餐飲 > 晚餐,270,信用卡,日本料理
2023-01-06,支出,餐飲 > 飲料,38,信用卡,路易莎咖啡
2023-01-07,支出,餐飲 > 午餐,113,現金,拉麵
2023-01-07,支出,餐飲 > 晚餐,439,現金,熱炒
2023-01-08,收入,投資,10441,銀行帳戶,股票配息
2023-01-08,支出,餐飲 > 早餐,120,信用卡,豆漿店
2023-01-08,支出,餐飲 > 午餐,116,現金,咖哩飯
2023-01-08,支出,餐飲 > 晚餐,309,現金,火鍋
2023-01-08,支出,餐飲 > 飲料,75,信用卡,拿鐵
2023-01-09,支出,餐飲 > 早餐,77,信用卡,7-11早餐
2023-01-09,支出,餐飲 > 午餐,149,現金,排骨飯
2023-01-09,支出,餐飲 > 晚餐,131,現金,泰式料理
2023-01-09,支出,餐飲 > 飲料,47,信用卡,果汁
2023-01-09,支出,交通 > 公車/捷運,25,現金,公車
2023-01-09,支出,購物 > 日用品,273,現金,垃圾袋
2023-01-10,支出,餐飲 > 午餐,103,現金,排骨飯
2023-01-10,支出,購物 > 日用品,221,現金,面紙
2023-01-11,支出,餐飲 > 早餐,104,信用卡,蛋餅
2023-01-11,支出,餐飲 > 午餐,206,信用卡,定食
2023-01-11,支出,餐飲 > 晚餐,186,現金,燒烤
2023-01-11,支出,餐飲 > 飲料,177,信用卡,拿鐵
2023-01-11,支出,餐飲 > 點心,141,現金,餅乾
2023-01-11,支出,交通 > 公車/捷運,50,現金,公車
2023-01-11,支出,購物 > 日用品,246,信用卡,洗衣精
2023-01-12,支出,餐飲 > 早餐,80,現金,吐司
2023-01-12,支出,餐飲 > 午餐,162,信用卡,排骨飯
2023-01-12,支出,餐飲 > 晚餐,149,信用卡,燒烤
2023-01-12,支出,餐飲 > 飲料,165,信用卡,美式咖啡
2023-01-13,支出,餐飲 > 早餐,75,信用卡,全家早餐
2023-01-13,支出,餐飲 > 午餐,180,現金,義大利麵
2023-01-13,支出,餐飲 > 晚餐,173,信用卡,火鍋
2023-01-13,支出,交通 > 公車/捷運,40,現金,捷運通勤
2023-01-13,支出,購物 > 日用品,551,信用卡,面紙
2023-01-14,支出,餐飲 > 早餐,67,現金,7-11早餐
2023-01-14,支出,餐飲 > 午餐,123,現金,小吃店
2023-01-14,支出,餐飲 > 飲料,180,現金,五十嵐
2023-01-14,支出,餐飲 > 點心,31,信用卡,鬆餅
2023-01-15,支出,居住 > 水電費,1208,銀行帳戶,本月電費
2023-01-15,支出,餐飲 > 早餐,78,現金,燒餅油條
2023-01-15,支出,餐飲 > 午餐,129,現金,自助餐
2023-01-15,支出,餐飲 > 晚餐,225,現金,火鍋
2023-01-15,支出,交通 > 計程車/Uber,489,現金,機場計程車
2023-01-15,支出,購物 > 服飾,2811,信用卡,T恤
2023-01-16,支出,餐飲 > 早餐,52,現金,豆漿店
2023-01-16,支出,餐飲 > 午餐,103,現金,咖哩飯
2023-01-16,支出,餐飲 > 晚餐,82,現金,滷味
2023-01-16,支出,交通 > 公車/捷運,48,現金,悠遊卡儲值
2023-01-16,轉出,銀行帳戶,1000,銀行帳戶,提款
2023-01-16,轉入,現金,1000,現金,提款
2023-01-17,支出,餐飲 > 早餐,42,信用卡,飯糰
2023-01-17,支出,餐飲 > 晚餐,191,信用卡,火鍋
2023-01-17,支出,餐飲 > 飲料,118,現金,果汁
2023-01-17,支出,交通 > 公車/捷運,20,現金,捷運
2023-01-18,支出,餐飲 > 早餐,60,信用卡,全家早餐
2023-01-18,支出,餐飲 > 午餐,238,信用卡,滷肉飯
2023-01-18,支出,餐飲 > 晚餐,302,信用卡,日本料理
2023-01-18,支出,交通 > 公車/捷運,32,現金,公車
2023-01-19,支出,餐飲 > 早餐,84,信用卡,蛋餅
2023-01-20,支出,居住 > 網路費,699,銀行帳戶,中華電信網路費
2023-01-20,支出,交通 > 公車/捷運,50,現金,捷運
2023-01-20,支出,交通 > 計程車/Uber,144,信用卡,機場計程車
2023-01-20,支出,購物 > 日用品,397,現金,衛生紙
2023-01-20,轉出,現金,2000,現金,存款
2023-01-20,轉入,銀行帳戶,2000,銀行帳戶,存款
2023-01-21,支出,餐飲 > 早餐,56,信用卡,吐司
2023-01-21,支出,餐飲 > 午餐,158,信用卡,鐵板燒
2023-01-21,支出,餐飲 > 晚餐,473,信用卡,日本料理
2023-01-21,支出,餐飲 > 飲料,123,信用卡,拿鐵
2023-01-21,支出,購物 > 日用品,150,信用卡,垃圾袋
2023-01-22,支出,餐飲 > 午餐,155,信用卡,排骨飯
2023-01-22,支出,餐飲 > 晚餐,469,現金,滷味
2023-01-22,支出,餐飲 > 點心,118,信用卡,餅乾
2023-01-22,支出,購物 > 日用品,474,現金,垃圾袋
2023-01-23,支出,餐飲 > 早餐,35,信用卡,麥當勞早餐
2023-01-23,支出,餐飲 > 午餐,166,信用卡,簡餐
2023-01-23,支出,餐飲 > 晚餐,217,現金,熱炒
2023-01-23,支出,餐飲 > 飲料,106,現金,拿鐵
2023-01-23,支出,交通 > 加油,951,信用卡,全國加油站
2023-01-24,收入,投資,7807,銀行帳戶,定存利息
2023-01-24,支出,餐飲 > 早餐,97,信用卡,全家早餐
2023-01-24,支出,餐飲 > 午餐,196,信用卡,滷肉飯
2023-01-24,支出,餐飲 > 晚餐,106,信用卡,披薩
2023-01-24,支出,餐飲 > 飲料,173,信用卡,清心
2023-01-24,支出,交通 > 公車/捷運,40,現金,公車
2023-01-25,支出,餐飲 > 午餐,97,信用卡,雞腿飯
2023-01-25,支出,餐飲 > 晚餐,435,現金,夜市小吃
2023-01-25,支出,餐飲 > 飲料,167,現金,手搖飲
2023-01-25,支出,餐飲 > 點心,90,現金,車輪餅
2023-01-25,支出,交通 > 計程車/Uber,364,信用卡,Uber回家
2023-01-25,支出,購物 > 日用品,564,現金,廚房紙巾
2023-01-26,支出,餐飲 > 早餐,37,信用卡,麥當勞早餐
2023-01-26,支出,餐飲 > 午餐,189,現金,牛肉麵
2023-01-26,支出,餐飲 > 飲料,98,信用卡,綠茶
2023-01-26,支出,交通 > 公車/捷運,30,現金,捷運通勤
2023-01-26,支出,交通 > 計程車/Uber,347,信用卡,計程車
2023-01-26,支出,交通 > 加油,1328,信用卡,中油加油
2023-01-27,支出,餐飲 > 午餐,201,信用卡,鐵板燒
2023-01-27,支出,餐飲 > 晚餐,88,信用卡,夜市小吃
2023-01-27,支出,交通 > 公車/捷運,35,現金,悠遊卡加值
2023-01-27,支出,購物 > 日用品,544,現金,保鮮膜
2023-01-28,支出,餐飲 > 早餐,73,現金,吐司
2023-01-28,支出,餐飲 > 午餐,208,信用卡,拉麵
2023-01-28,支出,餐飲 > 晚餐,241,信用卡,涮涮鍋
2023-01-28,支出,餐飲 > 飲料,112,現金,路易莎咖啡
2023-01-29,支出,餐飲 > 午餐,219,信用卡,雞腿飯
2023-01-29,支出,餐飲 > 晚餐,95,信用卡,滷味
2023-01-29,支出,餐飲 > 飲料,50,現金,美式咖啡
2023-01-29,支出,交通 > 高鐵/火車,535,信用卡,火車票
2023-01-29,支出,購物 > 日用品,127,現金,洗髮精
2023-01-29,轉出,銀行帳戶,15000,銀行帳戶,繳信用卡費
2023-01-29,轉入,信用卡,15000,信用卡,繳信用卡費
2023-01-30,支出,餐飲 > 午餐,225,現金,簡餐
2023-01-30,支出,餐飲 > 晚餐,158,信用卡,披薩
2023-01-30,支出,餐飲 > 飲料,87,現金,果汁
2023-01-30,支出,餐飲 > 點心,124,現金,紅豆餅
2023-01-30,支出,交通 > 公車/捷運,32,現金,悠遊卡加值
2023-01-31,支出,餐飲 > 午餐,250,現金,自助餐
2023-01-31,支出,餐飲 > 晚餐,201,信用卡,泰式料理
2023-01-31,支出,購物 > 日用品,791,現金,清潔用品
2023-02-01,支出,居住 > 房租/房貸,16632,銀行帳戶,每月房租
2023-02-01,支出,餐飲 > 早餐,83,現金,全家早餐
2023-02-01,支出,餐飲 > 午餐,217,信用卡,小吃店
2023-02-01,支出,餐飲 > 晚餐,212,現金,泰式料理
2023-02-01,支出,餐飲 > 飲料,166,信用卡,清心
2023-02-02,支出,餐飲 > 早餐,103,現金,飯糰
2023-02-02,支出,餐飲 > 午餐,81,信用卡,雞腿飯
2023-02-02,支出,餐飲 > 晚餐,408,信用卡,炒飯
2023-02-02,支出,餐飲 > 飲料,64,信用卡,清心
2023-02-03,支出,餐飲 > 早餐,109,現金,吐司
2023-02-03,支出,餐飲 > 午餐,80,現金,簡餐
2023-02-03,支出,餐飲 > 晚餐,138,信用卡,火鍋
2023-02-03,支出,交通 > 公車/捷運,32,現金,悠遊卡儲值
2023-02-04,收入,薪資,60813,銀行帳戶,2023年2月薪資
2023-02-04,支出,餐飲 > 早餐,116,現金,蛋餅
2023-02-04,支出,餐飲 > 午餐,118,現金,咖哩飯
2023-02-04,支出,娛樂 > 電影/影音,280,現金,電影票
2023-02-05,支出,居住 > 管理費,1839,銀行帳戶,社區管理費
2023-02-05,支出,餐飲 > 午餐,84,信用卡,麵店
2023-02-05,支出,餐飲 > 晚餐,417,信用卡,水餃
2023-02-05,支出,餐飲 > 飲料,154,信用卡,星巴克
2023-02-05,支出,餐飲 > 點心,99,現金,鬆餅
2023-02-06,支出,餐飲 > 早餐,49,現金,蛋餅
2023-02-06,支出,餐飲 > 午餐,113,現金,義大利麵
2023-02-06,支出,餐飲 > 晚餐,148,現金,韓式料理
2023-02-06,支出,購物 > 日用品,172,信用卡,清潔用品
2023-02-07,支出,餐飲 > 午餐,135,信用卡,鐵板燒
2023-02-07,支出,餐飲 > 晚餐,402,現金,炒飯
2023-02-07,支出,餐飲 > 飲料,168,信用卡,手搖飲
2023-02-07,支出,餐飲 > 點心,31,信用卡,餅乾
2023-02-07,支出,交通 > 公車/捷運,35,現金,捷運通勤
2023-02-07,支出,交通 > 加油,684,現金,台塑加油
2023-02-07,支出,購物 > 日用品,758,現金,牙膏
2023-02-08,支出,餐飲 > 早餐,69,信用卡,飯糰
2023-02-08,支出,餐飲 > 午餐,95,現金,咖哩飯
2023-02-08,支出,餐飲 > 晚餐,469,信用卡,火鍋
2023-02-08,支出,餐飲 > 飲料,110,現金,美式咖啡
2023-02-09,支出,餐飲 > 午餐,100,信用卡,鐵板燒
2023-02-09,支出,餐飲 > 晚餐,222,現金,韓式料理
2023-02-09,支出,交通 > 公車/捷運,50,現金,悠遊卡加值
2023-02-10,支出,餐飲 > 早餐,101,信用卡,豆漿店
2023-02-10,支出,餐飲 > 晚餐,157,現金,日本料理
2023-02-10,支出,餐飲 > 飲料,44,信用卡,美式咖啡
2023-02-10,支出,購物 > 日用品,592,現金,牙膏
2023-02-11,支出,餐飲 > 早餐,74,信用卡,美而美早餐
2023-02-11,支出,餐飲 > 午餐,92,信用卡,麵店
2023-02-11,支出,餐飲 > 晚餐,278,現金,日本料理
2023-02-12,支出,餐飲 > 午餐,184,現金,小吃店
2023-02-12,支出,餐飲 > 飲料,74,現金,珍珠奶茶
2023-02-13,支出,餐飲 > 早餐,98,信用卡,燒餅油條
2023-02-13,支出,餐飲 > 午餐,191,現金,滷肉飯
2023-02-13,支出,餐飲 > 晚餐,210,現金,火鍋
2023-02-13,支出,交通 > 公車/捷運,65,現金,捷運通勤
2023-02-14,支出,餐飲 > 午餐,112,信用卡,便當
2023-02-14,支出,餐飲 > 晚餐,114,信用卡,泰式料理
2023-02-14,支出,餐飲 > 飲料,154,信用卡,路易莎咖啡
2023-02-15,支出,餐飲 > 早餐,39,信用卡,燒餅油條
2023-02-15,支出,餐飲 > 午餐,156,現金,便當
2023-02-15,支出,餐飲 > 晚餐,495,信用卡,自己煮
2023-02-15,支出,餐飲 > 飲料,174,信用卡,路易莎咖啡
2023-02-15,支出,餐飲 > 點心,108,信用卡,泡芙
2023-02-16,支出,居住 > 水電費,1370,銀行帳戶,台電電費
2023-02-16,支出,餐飲 > 早餐,36,信用卡,燒餅油條
2023-02-16,支出,餐飲 > 晚餐,108,現金,韓式料理
2023-02-16,支出,餐飲 > 飲料,94,現金,五十嵐
2023-02-17,支出,餐飲 > 早餐,114,信用卡,美而美早餐
2023-02-17,支出,餐飲 > 晚餐,477,現金,炒飯
2023-02-17,支出,交通 > 公車/捷運,16,現金,悠遊卡儲值
2023-02-17,支出,交通 > 高鐵/火車,1080,現金,高鐵票
2023-02-18,支出,餐飲 > 午餐,165,信用卡,麵店
2023-02-18,支出,餐飲 > 晚餐,413,信用卡,涮涮鍋
2023-02-18,支出,購物 > 3C產品,2720,信用卡,耳機
2023-02-18,支出,醫療 > 藥品,127,現金,藥局買藥
2023-02-19,支出,餐飲 > 早餐,44,現金,蛋餅
2023-02-19,支出,餐飲 > 午餐,160,信用卡,自助餐
2023-02-19,支出,餐飲 > 晚餐,334,信用卡,鹹酥雞
2023-02-19,支出,餐飲 > 飲料,78,現金,果汁
2023-02-20,支出,居住 > 網路費,699,信用卡,家用網路費
2023-02-20,支出,餐飲 > 早餐,40,現金,三明治
2023-02-20,支出,餐飲 > 午餐,229,現金,咖哩飯
